STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,IND,Variable,SEC,ISIC4,SCL,Size Class,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2016,,15.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2013,,7.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2008,,13,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2014,,8.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2020,,7.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,7.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2016,,10.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2015,,14.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2008,,11.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2018,,13.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2017,,7.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2015,,7.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2010,,10.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2011,,10.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2009,,8.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2016,,6.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2010,,8.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,10.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2019,,10.4,,B,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2019,,8.5,,B,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2016,,10.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2019,,11.7,,B,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2017,,6.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,11.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2013,,9.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2011,,8.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2009,,8.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2019,,9.1,,B,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2015,,10.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2014,,14.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2011,,8.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2016,,6.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2014,,15.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,10.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2013,,9.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2013,,8.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2015,,6.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2016,,7.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2014,,9.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2014,,10.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,12.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,8.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2018,,8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2013,,14.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2013,,15.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2020,,9.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R,Birth rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2010,,8.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2015,,15.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2014,,9.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2017,,7.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2017,,6.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2016,,15.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,8.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2017,,11.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2018,,7.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2018,,7.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R,Death rate of all enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2009,,14.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2017,,11.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2018,,13.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2014,,7.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2020,,8.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2020,,7.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2012,,7.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2015,,7.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2015,,10.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2018,,11.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2017,,13.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B,Number of births (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2015,,343550,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B,Number of births (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2018,,215377,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B,Number of births (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2018,,347335,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D,Number of deaths (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2011,,255206,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B,Number of births (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2011,,258661,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,B,Number of births (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2010,,210950,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D,Number of deaths (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2008,,253760,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D,Number of deaths (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2016,,249780,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B_EMPL,Number of births (employer enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2015,,94984,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B,Number of births (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2009,,244199,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,D,Number of deaths (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2009,,261297,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,GBR,United Kingdom,D,Number of deaths (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2014,,220050,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,DEU,Germany,B,Number of births (all enterprises),05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2019,,249457,,B,,NBR,Number,0,Units,,
