STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,IND,Variable,SEC,ISIC4,SCL,Size Class,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),69_75,"Professional, scientific and technical activities",TOTAL,Total,2018,,7653,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),85,Education,TOTAL,Total,2018,,6665,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2018,,61105,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),85,Education,TOTAL,Total,2017,,3885,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),41_43,Construction,TOTAL,Total,2014,,7974,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),05_39,Industry (except construction),TOTAL,Total,2014,,23028,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),55_56,Accommodation and food service activities,TOTAL,Total,2014,,29155,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),55_56,Accommodation and food service activities,TOTAL,Total,2012,,10998,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),68,Real estate activities,TOTAL,Total,2012,,7711,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),41_43,Construction,TOTAL,Total,2012,,10186,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_EMPL,Number of deaths (employer enterprises),94_96,Other service activities,TOTAL,Total,2016,,4302,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),49_53,Transportation and storage,TOTAL,Total,2016,,4311,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),94_96,Other service activities,TOTAL,Total,2016,,6490,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_EMPL,Number of births (employer enterprises),69_75,"Professional, scientific and technical activities",TOTAL,Total,2015,,11250,,A,,NBR,Number,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2020,,14.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,85,Education,TOTAL,Total,2011,,24.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2011,,12.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_82,Business economy,TOTAL,Total,2013,,16.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2013,,14.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2019,,7.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,85,Education,TOTAL,Total,2019,,22.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2019,,10.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,49_53,Transportation and storage,TOTAL,Total,2018,,7.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,49_53,Transportation and storage,TOTAL,Total,2018,,11.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,85,Education,TOTAL,Total,2018,,14,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,41_43,Construction,TOTAL,Total,2012,,9.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2012,,18.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,94_96,Other service activities,TOTAL,Total,2017,,16.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,55_56,Accommodation and food service activities,TOTAL,Total,2017,,17.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,94_96,Other service activities,TOTAL,Total,2017,,12.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,68,Real estate activities,TOTAL,Total,2014,,18,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,41_43,Construction,TOTAL,Total,2014,,11.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,05_39,Industry (except construction),TOTAL,Total,2016,,7.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,55_56,Accommodation and food service activities,TOTAL,Total,2016,,30.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,68,Real estate activities,TOTAL,Total,2016,,10.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2015,,8.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_39,Industry (except construction),TOTAL,Total,2015,,12.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,05_82,Business economy,TOTAL,Total,2015,,10.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,68,Real estate activities,TOTAL,Total,2015,,19.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2005,,4.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,1997,,2.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,1999,,4.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2007,,5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2020,,14.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,41_43,Construction,TOTAL,Total,2011,,9.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2011,,17.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,41_43,Construction,TOTAL,Total,2019,,8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2019,,14.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,D_R_EMPL,Death rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2013,,4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,41_43,Construction,TOTAL,Total,2013,,10.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,68,Real estate activities,TOTAL,Total,2013,,16,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2018,,7.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,45_47,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,2018,,10.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,85,Education,TOTAL,Total,2018,,21.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,49_53,Transportation and storage,TOTAL,Total,2017,,7.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,49_53,Transportation and storage,TOTAL,Total,2017,,10.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,85,Education,TOTAL,Total,2017,,13.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2014,,8.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,05_82,Business economy,TOTAL,Total,2014,,10.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_39,Industry (except construction),TOTAL,Total,2014,,12.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,05_82,Business economy,TOTAL,Total,2012,,16.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,69_75,"Professional, scientific and technical activities",TOTAL,Total,2012,,14.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,B_R_EMPL,Birth rate of employer enterprises,55_56,Accommodation and food service activities,TOTAL,Total,2015,,35.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,68,Real estate activities,TOTAL,Total,2015,,10.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,05_39,Industry (except construction),TOTAL,Total,2015,,8.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,JPN,Japan,B_R_EMPL,Birth rate of employer enterprises,05_82_LESS_642,"Total industry, construction and market services  except holding companies",TOTAL,Total,2016,,5.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,94_96,Other service activities,TOTAL,Total,2016,,12.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_SDBS_BDI_ISIC4(1.0),SDBS Business Demography Indicators (ISIC Rev. 4),I,KOR,Korea,D_R_EMPL,Death rate of employer enterprises,55_56,Accommodation and food service activities,TOTAL,Total,2016,,18.3,,A,,PC,Percentage,0,Units,,
